order_date,region,category,channel,customer_segment,product_id,quantity,unit_price,discount_pct,revenue,is_returning_customer,notes
2025-03-20,East,Home & Kitchen,Online,Consumer,SKU-1100,3,151.56,0.15,386.48,True,
2026-03-22,West,Sports,Online,Consumer,SKU-1088,11,92.77,0.2,816.38,False,
2025-08-26,Central,Sports,Marketplace,SMB,SKU-1105,10,72.57,0.0,725.7,False,bulk order
2026-04-10,Central,Home & Kitchen,Online,SMB,SKU-1108,10,79.38,0.05,754.11,True,expedited shipping requested
2026-02-09,East,Sports,Online,Consumer,SKU-1032,1,18.29,0.15,15.55,True,expedited shipping requested
2026-05-18,North,Apparel,Online,Enterprise,SKU-1072,11,28.63,0.2,251.94,True,first-time customer
2025-05-22,West,Apparel,Online,Consumer,SKU-1000,6,85.95,0.1,464.13,False,
2026-05-03,West,Apparel,Online,Consumer,SKU-1000,4,44.0,0.1,158.4,False,
2026-01-04,East,Electronics,Online,SMB,SKU-1027,7,37.91,0.0,265.37,True,
2025-09-13,East,Electronics,Online,Enterprise,SKU-1066,1,22.91,0.0,22.91,False,first-time customer
2025-12-31,Central,Electronics,Online,Consumer,SKU-1074,8,34.49,0.0,275.92,False,
2026-02-22,West,Home & Kitchen,Online,SMB,SKU-1002,5,38.93,0.15,165.45,False,
2025-01-27,East,Sports,Partner,SMB,SKU-1009,7,52.61,0.0,368.27,True,promo code applied
2025-03-14,North,Sports,Online,Consumer,SKU-1046,5,63.52,0.1,285.84,True,promo code applied
2025-06-23,Central,Electronics,Online,SMB,SKU-1061,11,138.38,0.05,1446.07,True,bulk order
2026-02-26,North,Books,Marketplace,SMB,SKU-1062,10,36.23,0.15,307.95,False,promo code applied
2025-09-09,West,Electronics,Online,SMB,SKU-1003,8,58.83,0.0,470.64,False,
2026-01-18,South,Electronics,Online,SMB,SKU-1082,8,64.91,0.1,467.35,False,
2025-06-09,North,Apparel,Online,Consumer,SKU-1104,3,18.85,0.0,56.55,False,
2025-09-04,South,Electronics,Online,Consumer,SKU-1088,3,13.93,0.0,41.79,True,first-time customer
2025-02-14,West,Toys,Online,Consumer,SKU-1079,11,17.56,0.0,193.16,False,expedited shipping requested
2025-06-17,North,Toys,Online,Enterprise,SKU-1091,7,72.6,0.0,508.2,False,
2026-03-24,South,Electronics,Marketplace,Consumer,SKU-1109,8,72.02,0.1,518.54,True,gift wrap
2025-03-05,West,Sports,Retail Store,Consumer,SKU-1061,5,34.51,0.1,155.29,False,bulk order
2025-02-06,West,Apparel,Online,SMB,SKU-1063,10,149.91,0.0,1499.1,True,promo code applied
2025-06-23,South,Books,Marketplace,Consumer,SKU-1096,6,82.55,0.1,445.77,False,
2025-01-23,South,Electronics,Online,Consumer,SKU-1033,2,41.49,0.15,70.53,True,bulk order
2025-05-23,East,Home & Kitchen,Online,Enterprise,SKU-1017,7,71.71,0.0,501.97,False,
2026-05-06,West,Apparel,Online,Consumer,SKU-1098,6,101.73,0.2,488.3,True,first-time customer
2026-02-14,East,Sports,Online,Consumer,SKU-1088,11,34.19,0.2,300.87,True,
2026-03-28,North,Apparel,Online,Consumer,SKU-1033,8,60.06,0.15,408.41,True,gift wrap
2025-12-21,West,Home & Kitchen,Retail Store,Consumer,SKU-1026,5,31.88,0.15,135.49,False,
2025-04-03,South,Electronics,Marketplace,Consumer,SKU-1101,6,96.71,0.2,464.21,True,
2026-01-23,East,Electronics,Online,SMB,SKU-1018,4,62.51,0.0,250.04,False,
2025-04-21,West,Home & Kitchen,Retail Store,Consumer,SKU-1068,9,46.17,0.0,415.53,True,
2026-05-20,West,Toys,Online,Consumer,SKU-1112,4,78.11,0.0,312.44,False,bulk order
2026-02-28,North,Toys,Retail Store,Consumer,SKU-1101,4,64.52,0.0,258.08,False,gift wrap
2025-06-25,South,Sports,Online,Consumer,SKU-1115,8,36.12,0.0,288.96,False,promo code applied
2025-05-26,Central,Home & Kitchen,Online,Enterprise,SKU-1104,4,47.51,0.0,190.04,False,first-time customer
2024-12-09,North,Apparel,Marketplace,Consumer,SKU-1055,5,30.82,0.0,154.1,True,
2025-03-06,East,Electronics,Online,Enterprise,SKU-1101,6,22.71,0.0,136.26,True,
2025-08-09,Central,Home & Kitchen,Retail Store,Enterprise,SKU-1038,1,45.33,0.05,43.06,True,first-time customer
2025-10-25,North,Toys,Online,Consumer,SKU-1050,7,26.0,0.15,154.7,False,gift wrap
2025-08-03,South ,Sports,Retail Store,Consumer,SKU-1006,7,66.87,0.0,468.09,False,gift wrap
2025-07-29,Central,Toys,Online,SMB,SKU-1079,2,107.69,0.05,204.61,True,first-time customer
2026-03-06,East,Apparel,Online,Consumer,SKU-1119,4,50.95,0.05,193.61,True,promo code applied
2025-05-26,East,Toys,Partner,SMB,SKU-1018,10,38.3,0.05,363.85,True,bulk order
2025-08-05,South,Home & Kitchen,Partner,Consumer,SKU-1027,6,15.77,0.1,85.16,False,
2025-08-02,West,Apparel,Online,Consumer,SKU-1048,3,31.07,0.0,93.21,False,first-time customer
2025-02-19,North,Electronics,Online,Consumer,SKU-1053,2,83.13,0.05,157.95,False,
2025-08-20,South,Toys,Online,Consumer,SKU-1087,1,35.88,0.1,32.29,False,bulk order
2025-12-09,South,Sports,Online,Consumer,SKU-1101,1,35.7,0.05,33.92,False,
2026-01-17,Central,Home & Kitchen,Online,Consumer,SKU-1087,7,58.26,0.0,407.82,False,
2026-05-02,Central,Electronics,Partner,SMB,SKU-1053,7,33.15,0.1,208.84,True,bulk order
2026-04-06,West,Toys,Online,Consumer,SKU-1052,7,,0.0,84.0,False,expedited shipping requested
2025-08-03,West,Sports,Retail Store,SMB,SKU-1019,8,54.77,0.2,350.53,False,first-time customer
2026-05-22,South,Apparel,Partner,Enterprise,SKU-1046,1,87.48,0.05,83.11,False,gift wrap
2025-12-08,Central,Electronics,Online,Consumer,SKU-1028,2,48.06,0.05,91.31,True,gift wrap
2025-11-04,West,Electronics,Marketplace,Consumer,SKU-1055,10,14.68,0.0,146.8,True,
2025-01-16,North,Sports,Online,Consumer,SKU-1083,10,19.96,0.0,199.6,True,
2026-05-05,Central,Electronics,Online,Consumer,SKU-1051,8,81.66,0.1,587.95,False,promo code applied
2025-06-24,South,Sports,Online,SMB,SKU-1107,8,45.12,0.0,360.96,True,
2025-06-25,North,Toys,Online,SMB,SKU-1046,10,24.74,0.05,235.03,False,gift wrap
2025-04-23,Central,Electronics,Retail Store,SMB,SKU-1074,11,44.88,0.05,469.0,False,
2025-12-29,Central,Apparel,Marketplace,Consumer,SKU-1099,7,,0.0,543.27,False,
2025-01-31,East,Toys,Partner,Consumer,SKU-1095,10,134.5,0.1,1210.5,False,first-time customer
2026-03-26,Central,Apparel,Online,Consumer,SKU-1057,1,9.14,0.1,8.23,True,
2025-12-03,West,Books,Partner,SMB,SKU-1026,2,41.9,0.2,67.04,True,first-time customer
2025-05-09,West,Sports,Retail Store,SMB,SKU-1110,11,66.28,0.0,729.08,False,
2026-05-08,East,Home & Kitchen,Online,Consumer,SKU-1102,6,67.88,0.1,366.55,True,expedited shipping requested
2025-03-14,North,Books,Partner,Consumer,SKU-1038,9,19.94,0.0,179.46,False,expedited shipping requested
2026-04-02,Central,Home & Kitchen,Marketplace,Consumer,SKU-1003,7,65.89,0.15,392.05,False,bulk order
2026-05-11,West,Home & Kitchen,Marketplace,Consumer,SKU-1067,3,44.07,0.15,112.38,False,
2025-05-13,Central,Electronics,Online,SMB,SKU-1033,2,68.57,0.05,130.28,False,bulk order
2025-06-08,South,Books,Online,Consumer,SKU-1030,5,93.38,0.0,466.9,True,
2025-12-19,Central,Home & Kitchen,Marketplace,Consumer,SKU-1053,11,63.23,0.1,625.98,False,gift wrap
2026-03-29,East,Home & Kitchen,Online,SMB,SKU-1017,2,73.93,0.2,118.29,False,
2025-02-20,West,Electronics,Retail Store,Enterprise,SKU-1090,7,33.28,0.0,232.96,True,
2026-01-06,South,Electronics,Online,Consumer,SKU-1118,9,74.56,0.0,671.04,False,first-time customer
2026-03-24,North,Toys,Retail Store,Enterprise,SKU-1109,11,80.5,0.15,752.68,True,bulk order
2025-01-31,East,Home & Kitchen,Online,Consumer,SKU-1059,6,128.06,0.15,653.11,True,
2025-11-22,West,Apparel,Online,Consumer,SKU-1015,10,83.0,0.15,705.5,False,
2025-07-05,Central,Home & Kitchen,Online,SMB,SKU-1046,1,74.92,0.2,59.94,False,gift wrap
2025-06-22,East,Apparel,Online,SMB,SKU-1013,1,115.62,0.2,92.5,False,
2026-05-14,West,Apparel,Marketplace,SMB,SKU-1039,4,89.04,0.1,320.54,False,first-time customer
2026-03-12,North,Sports,Online,SMB,SKU-1098,1,26.21,0.0,26.21,False,
2026-03-27,East,Apparel,Online,Consumer,SKU-1031,4,32.54,0.2,104.13,True,gift wrap
2026-03-15,North,Electronics,Online,Enterprise,SKU-1017,9,54.71,0.0,492.39,True,promo code applied
2025-06-27,East,Toys,Partner,Consumer,SKU-1038,3,29.27,0.0,87.81,False,bulk order
2025-04-08,North,Books,Online,Consumer,SKU-1112,5,171.0,0.15,726.75,False,promo code applied
2026-01-14,South,Apparel,Online,Consumer,SKU-1033,9,70.36,0.15,538.25,True,first-time customer
2025-07-10,South,Apparel,Online,Consumer,SKU-1082,8,93.68,0.05,711.97,True,
2025-06-25,West,Electronics,Marketplace,Consumer,SKU-1096,9,,0.0,377.55,False,
2025-08-04,North,Sports,Online,Consumer,SKU-1051,5,,0.0,207.0,True,
2026-01-21,Central,Electronics,Partner,Consumer,SKU-1016,4,62.48,0.1,224.93,True,
2025-07-11,West,Toys,Online,Consumer,SKU-1048,1,43.21,0.0,43.21,False,gift wrap
2025-07-13,Central,Books,Online,Consumer,SKU-1020,7,137.78,0.15,819.79,True,expedited shipping requested
2025-03-02,South,Books,Online,Consumer,SKU-1008,2,46.01,0.0,92.02,False,
2025-04-12,East,Toys,Online,Consumer,SKU-1005,3,62.71,0.0,188.13,False,
2024-12-15,Central,Apparel,Online,Consumer,SKU-1098,5,40.75,0.0,203.75,False,
2025-10-13,West,Toys,Online,Consumer,SKU-1007,9,50.15,0.0,451.35,False,first-time customer
2025-09-23,East,Home & Kitchen,Online,SMB,SKU-1054,1,53.74,0.0,53.74,False,
2025-03-21,Central,Electronics,Online,Consumer,SKU-1105,11,28.61,0.15,267.5,False,expedited shipping requested
2025-02-05,Central,Home & Kitchen,Online,Consumer,SKU-1059,6,42.55,0.0,255.3,False,gift wrap
2025-12-03,South,Toys,Online,Enterprise,SKU-1083,3,36.33,0.2,87.19,False,
2025-04-22,South,Sports,Retail Store,SMB,SKU-1036,11,18.28,0.15,170.92,False,bulk order
2025-08-29,West,Electronics,Online,Enterprise,SKU-1117,11,78.33,0.0,861.63,True,
2025-09-25,West,Electronics,Online,Consumer,SKU-1052,3,26.74,0.0,80.22,True,
2026-04-11,East,Home & Kitchen,Retail Store,Enterprise,SKU-1081,9,75.02,0.2,540.14,False,
2025-07-24,North,Apparel,Online,Consumer,SKU-1106,4,53.55,0.1,192.78,True,promo code applied
2025-02-17,West,Sports,Retail Store,Consumer,SKU-1079,2,59.91,0.15,101.85,False,gift wrap
2025-09-03,East,Electronics,Retail Store,Consumer,SKU-1009,9,26.45,0.2,190.44,False,gift wrap
2026-02-17,Central,Books,Online,Consumer,SKU-1025,6,15.0,0.2,72.0,True,promo code applied
2025-08-28,West,Sports,Online,Consumer,SKU-1037,11,58.83,0.0,647.13,False,
2025-07-15,Central,Home & Kitchen,Retail Store,Consumer,SKU-1107,9,92.46,0.1,748.93,False,
2025-06-19,North,Apparel,Online,Consumer,SKU-1031,10,49.78,0.0,497.8,True,bulk order
2024-11-30,North,Home & Kitchen,Marketplace,Consumer,SKU-1068,7,35.46,0.15,210.99,False,
2026-02-16,Central,Electronics,Online,SMB,SKU-1013,11,42.21,0.15,394.66,False,
2026-01-13,South,Electronics,Marketplace,Enterprise,SKU-1006,9,127.35,0.05,1088.84,True,first-time customer
2025-08-20,West,Home & Kitchen,Online,Consumer,SKU-1038,7,45.2,0.1,284.76,True,promo code applied
2026-03-02,South,Home & Kitchen,Online,Consumer,SKU-1016,7,75.78,0.0,530.46,True,bulk order
2026-03-08,Central,Sports,Partner,SMB,SKU-1003,11,55.67,0.0,612.37,True,expedited shipping requested
2026-01-31,South,Home & Kitchen,Online,Consumer,SKU-1021,10,42.43,0.0,424.3,False,promo code applied
2026-01-09,North,Home & Kitchen,Online,Consumer,SKU-1063,2,95.62,0.2,152.99,True,
2025-10-26,East,Electronics,Retail Store,SMB,SKU-1094,5,38.86,0.2,155.44,False,bulk order
2025-07-16,North,Books,Online,Consumer,SKU-1100,9,121.55,0.0,1093.95,False,expedited shipping requested
2025-12-05,Central,Sports,Partner,Enterprise,SKU-1053,6,32.17,0.0,193.02,True,gift wrap
2026-03-02,Central,Electronics,Partner,Consumer,SKU-1094,9,29.08,0.1,235.55,False,
2025-05-25,South,Apparel,Online,Consumer,SKU-1008,3,37.17,0.15,94.78,True,
2026-02-21,West,Apparel,Online,SMB,SKU-1114,3,50.97,0.0,152.91,True,
2025-03-21,Central,Home & Kitchen,Retail Store,Consumer,SKU-1057,3,42.93,0.2,103.03,False,bulk order
2025-06-12,South,Home & Kitchen,Online,Consumer,SKU-1036,3,41.79,0.0,125.37,False,
2025-10-14,West,Apparel,Online,Enterprise,SKU-1099,4,68.06,0.0,272.24,False,gift wrap
2025-02-13,South,Electronics,Partner,Consumer,SKU-1074,11,82.29,0.0,905.19,False,
2025-10-16,South,Electronics,Marketplace,Consumer,SKU-1084,9,34.17,0.0,307.53,False,bulk order
2024-12-29,East,Electronics,Online,Consumer,SKU-1099,7,22.25,0.0,155.75,True,
2025-02-26,West,Electronics,Online,SMB,SKU-1081,3,63.57,0.0,190.71,True,gift wrap
2025-05-19,West,Electronics,Online,Enterprise,SKU-1113,3,94.75,0.0,284.25,False,bulk order
2025-02-21,East,Electronics,Marketplace,Consumer,SKU-1020,9,84.9,0.1,687.69,False,expedited shipping requested
2026-03-03,West,Electronics,Marketplace,SMB,SKU-1054,10,131.83,0.05,1252.39,False,
2025-11-30,Central,Electronics,Retail Store,Consumer,SKU-1085,6,37.58,0.2,180.38,False,promo code applied
2025-03-04,East,Home & Kitchen,Partner,SMB,SKU-1053,3,36.4,0.15,92.82,True,
2025-09-24,South,Sports,Online,Consumer,SKU-1020,4,71.66,0.05,272.31,False,
2025-10-12,West,Apparel,Online,SMB,SKU-1086,5,93.35,0.0,466.75,True,
2026-02-06,South,Electronics,Retail Store,Consumer,SKU-1117,8,41.91,0.05,318.52,False,
2026-03-22,East,Electronics,Retail Store,Enterprise,SKU-1023,7,22.38,0.1,140.99,False,promo code applied
2025-07-07,North,Toys,Online,Consumer,SKU-1011,1,29.84,0.05,28.35,False,expedited shipping requested
2025-06-30,West,Home & Kitchen,Online,SMB,SKU-1060,6,92.16,0.2,442.37,False,expedited shipping requested
2026-01-16,East,Sports,Partner,Consumer,SKU-1096,6,40.21,0.0,241.26,True,
2025-11-20,North,Electronics,Online,Consumer,SKU-1037,10,61.68,0.05,585.96,False,
2025-09-05,East,Electronics,Online,Consumer,SKU-1106,8,59.65,0.05,453.34,False,
2025-08-07,West,Electronics,Online,Consumer,SKU-1099,4,15.57,0.05,59.17,True,
2025-07-11,West,Sports,Marketplace,Consumer,SKU-1014,3,88.33,0.0,264.99,False,first-time customer
2026-03-08,North,Electronics,Partner,Consumer,SKU-1070,8,31.4,0.0,251.2,False,expedited shipping requested
2026-02-18,West,Electronics,Partner,SMB,SKU-1092,4,20.63,0.0,82.52,False,gift wrap
2025-09-19,North,Apparel,Online,SMB,SKU-1072,3,48.2,0.0,144.6,False,
2025-10-23,Central,Home & Kitchen,Online,Consumer,SKU-1061,4,70.3,0.1,253.08,True,
2026-02-25,South,Books,Partner,Consumer,SKU-1089,9,,0.05,580.89,False,bulk order
2026-03-08,Central,Sports,Retail Store,SMB,SKU-1051,10,39.66,0.2,317.28,False,
2025-05-13,West,Electronics,Online,SMB,SKU-1094,9,78.26,0.0,704.34,False,
2025-02-09,Central,Electronics,Online,Consumer,SKU-1059,9,74.31,0.2,535.03,False,first-time customer
2025-12-05,West,Toys,Online,Enterprise,SKU-1067,2,164.45,0.2,263.12,True,
2025-07-01,North,Toys,Marketplace,Consumer,SKU-1090,1,37.99,0.15,32.29,False,gift wrap
2025-11-19,North,Books,Online,Consumer,SKU-1075,9,77.91,0.15,596.01,False,gift wrap
2025-03-01,South,Toys,Online,Consumer,SKU-1013,6,61.57,0.1,332.48,False,
2025-06-30,North,Electronics,Online,Consumer,SKU-1086,10,41.36,0.0,413.6,False,bulk order
2026-05-07,North,Home & Kitchen,Online,SMB,SKU-1029,11,25.59,0.0,281.49,False,expedited shipping requested
2026-01-12,West,Apparel,Partner,SMB,SKU-1078,10,34.0,0.2,272.0,False,first-time customer
2025-08-26,South,Sports,Online,Consumer,SKU-1027,10,11.83,0.0,118.3,True,
2025-10-17,West,Electronics,Online,Consumer,SKU-1024,5,156.23,0.2,624.92,True,
2025-04-29,West,Home & Kitchen,Online,Consumer,SKU-1103,5,108.12,0.1,486.54,False,promo code applied
2026-02-07,Central,Sports,Online,Consumer,SKU-1066,7,16.61,0.2,93.02,True,bulk order
2025-01-26,West,Apparel,Online,Consumer,SKU-1104,10,38.1,0.0,381.0,False,expedited shipping requested
2024-12-13,Central,Toys,Partner,Consumer,SKU-1067,10,33.77,0.0,337.7,True,first-time customer
2025-04-18,Central,Electronics,Partner,SMB,SKU-1048,4,52.01,0.2,166.43,True,
2026-04-23,South,Toys,Online,SMB,SKU-1022,2,54.03,0.0,108.06,True,
2025-06-17,Central,Books,Online,Consumer,SKU-1003,7,42.92,0.05,285.42,True,
2025-10-22,Central,Apparel,Retail Store,Consumer,SKU-1042,8,48.18,0.0,385.44,False,
2026-05-11,Central,Electronics,Online,Consumer,SKU-1040,9,33.53,0.05,286.68,False,
2026-03-24,East,Apparel,Retail Store,SMB,SKU-1096,8,31.92,0.1,229.82,False,first-time customer
2025-03-16,South,Apparel,Marketplace,SMB,SKU-1072,10,100.34,0.15,852.89,False,
2025-06-29,North,Toys,Marketplace,Consumer,SKU-1053,8,143.68,0.0,1149.44,True,promo code applied
2026-01-06,West,Electronics,Online,SMB,SKU-1084,5,58.74,0.15,249.64,True,
2026-05-18,West,Electronics,Online,SMB,SKU-1032,10,50.31,0.05,477.94,True,
2026-03-06,Central,Toys,Online,Consumer,SKU-1049,1,35.78,0.2,28.62,False,
2025-02-12,South,Home & Kitchen,Online,Consumer,SKU-1039,3,53.38,0.0,160.14,True,gift wrap
2025-08-10,Central,Electronics,Online,Consumer,SKU-1006,8,85.35,0.0,682.8,True,
2026-05-23,Central,Electronics,Online,Enterprise,SKU-1051,4,35.48,0.1,127.73,True,gift wrap
2026-01-09,Central,Electronics,Online,Consumer,SKU-1017,8,25.94,0.15,176.39,False,
2025-01-23,East,Home & Kitchen,Online,Consumer,SKU-1113,1,53.18,0.0,53.18,True,
2026-02-25,East,Toys,Retail Store,Consumer,SKU-1088,3,132.01,0.1,356.43,False,
2024-12-07,Central,Apparel,Partner,Consumer,SKU-1034,2,76.03,0.2,121.65,False,
2025-07-06,North,Sports,Online,SMB,SKU-1087,10,21.71,0.0,217.1,False,expedited shipping requested
2025-11-13,West,Electronics,Online,Consumer,SKU-1079,7,75.87,0.05,504.54,False,
2025-02-17,North,Books,Online,Consumer,SKU-1096,7,67.3,0.05,447.54,False,expedited shipping requested
2025-10-11,West,Home & Kitchen,Retail Store,Consumer,SKU-1112,11,36.39,0.0,400.29,True,first-time customer
2026-03-20,South,Toys,Online,SMB,SKU-1111,10,17.48,0.0,174.8,False,
2025-10-07,Central,Electronics,Online,Consumer,SKU-1046,7,95.74,0.2,536.14,False,
2025-05-02,Central,Electronics,Online,Consumer,SKU-1056,9,114.09,0.15,872.79,True,expedited shipping requested
2025-03-31,North,Books,Partner,Consumer,SKU-1085,2,,0.1,154.44,True,
2026-03-24,Central,Home & Kitchen,Marketplace,Enterprise,SKU-1017,4,54.79,0.1,197.24,False,bulk order
2026-05-20,West,Apparel,Online,SMB,SKU-1066,10,96.76,0.2,774.08,False,promo code applied
2025-05-21,North,Toys,Online,Consumer,SKU-1117,4,99.17,0.0,396.68,True,expedited shipping requested
2026-03-10,Central,Apparel,Online,Consumer,SKU-1035,9,46.34,0.0,417.06,False,
2025-03-02,West,Home & Kitchen,Marketplace,Enterprise,SKU-1087,11,35.78,0.0,393.58,True,first-time customer
2026-04-07,North,Home & Kitchen,Online,SMB,SKU-1073,9,73.76,0.0,663.84,True,
2025-08-25,West,Electronics,Retail Store,Consumer,SKU-1075,8,40.23,0.15,273.56,True,first-time customer
2025-07-30,East,Home & Kitchen,Online,Consumer,SKU-1000,1,139.05,0.1,125.15,True,
2025-06-14,Central,Apparel,Retail Store,Consumer,SKU-1057,11,79.39,0.0,873.29,False,
2025-10-30,East,Electronics,Online,Consumer,SKU-1015,2,93.61,0.05,177.86,True,
2025-11-06,South,Sports,Online,Enterprise,SKU-1105,9,49.64,0.0,446.76,True,promo code applied
2026-02-28,West,Toys,Marketplace,Enterprise,SKU-1046,3,56.7,0.0,170.1,True,
2025-09-23,Central,Home & Kitchen,Partner,SMB,SKU-1051,4,44.73,0.1,161.03,False,expedited shipping requested
2026-01-17,Central,Electronics,Retail Store,SMB,SKU-1000,4,35.67,0.0,142.68,True,
2025-06-19,Central,Books,Online,Consumer,SKU-1067,4,33.27,0.15,113.12,True,gift wrap
2026-03-14,East,Home & Kitchen,Retail Store,Consumer,SKU-1033,11,95.95,0.2,844.36,True,
2026-02-14,Central,Apparel,Partner,SMB,SKU-1025,9,77.18,0.0,694.62,False,bulk order
2025-06-30,South,Apparel,Online,Enterprise,SKU-1088,4,77.85,0.0,311.4,True,bulk order
2026-05-07,South,Electronics,Online,Consumer,SKU-1084,8,51.43,0.1,370.3,False,first-time customer
2025-12-23,West,Apparel,Retail Store,Enterprise,SKU-1072,2,82.34,0.1,148.21,True,first-time customer
2026-05-18,Central,Toys,Marketplace,SMB,SKU-1119,8,17.71,0.1,127.51,True,promo code applied
2026-01-03,West,Books,Marketplace,Consumer,SKU-1084,4,41.17,0.0,164.68,True,bulk order
2025-03-24,South,Sports,Marketplace,Consumer,SKU-1007,11,68.25,0.0,750.75,False,
2025-02-19,South,Toys,Online,Consumer,SKU-1058,10,50.09,0.15,425.77,False,
2024-12-04,West,Sports,Online,Consumer,SKU-1118,9,55.46,0.0,499.14,False,expedited shipping requested
2025-06-29,West,Apparel,Online,Consumer,SKU-1063,7,28.65,0.05,190.52,True,promo code applied
2025-08-15,North,Electronics,Marketplace,Consumer,SKU-1069,10,66.34,0.0,663.4,False,promo code applied
2026-01-17,West,Apparel,Online,SMB,SKU-1031,6,43.23,0.0,259.38,False,
2025-04-28,South,Electronics,Retail Store,SMB,SKU-1106,4,100.01,0.0,400.04,False,
2026-01-31,East,Electronics,Online,Consumer,SKU-1095,9,11.62,0.1,94.12,True,
2025-01-05,North,Home & Kitchen,Partner,SMB,SKU-1009,6,30.21,0.0,181.26,True,
2025-01-22,South,Books,Marketplace,Consumer,SKU-1084,4,53.43,0.0,213.72,False,promo code applied
2026-03-23,Central,Apparel,Online,Consumer,SKU-1018,8,51.46,0.0,411.68,False,gift wrap
2026-05-07,West,Home & Kitchen,Retail Store,Enterprise,SKU-1037,2,56.16,0.0,112.32,False,
2024-12-04,South,Sports,Online,Enterprise,SKU-1007,4,91.95,0.0,367.8,False,
2026-02-15,West,Books,Online,Consumer,SKU-1021,4,66.4,0.2,212.48,False,expedited shipping requested
2025-05-14,East,Electronics,Partner,Consumer,SKU-1028,7,59.18,0.1,372.83,True,
2026-02-21,West,Electronics,Online,SMB,SKU-1005,2,31.19,0.0,62.38,True,first-time customer
2025-05-15,Central,Sports,Online,Consumer,SKU-1061,9,110.58,0.0,995.22,True,
2025-05-17,West,Home & Kitchen,Online,Consumer,SKU-1091,8,137.84,0.05,1047.58,True,bulk order
2024-12-29,South,Toys,Retail Store,SMB,SKU-1056,2,51.16,0.05,97.2,False,
2025-10-16,North,Electronics,Online,Consumer,SKU-1038,6,25.63,0.15,130.71,False,gift wrap
2025-05-24,Central,Apparel,Online,Consumer,SKU-1119,4,33.26,0.15,113.08,True,first-time customer
2025-04-11,South,Electronics,Marketplace,Consumer,SKU-1013,9,25.22,0.15,192.93,False,expedited shipping requested
2025-01-21,West,Home & Kitchen,Marketplace,Consumer,SKU-1032,10,56.54,0.05,537.13,False,
2026-01-22,East,Books,Marketplace,Consumer,SKU-1119,1,20.85,0.2,16.68,False,promo code applied
2025-02-12,Central,Electronics,Online,Consumer,SKU-1033,8,34.44,0.0,275.52,False,
2025-03-22,Central,Books,Online,SMB,SKU-1006,6,12.79,0.15,65.23,False,
2026-02-27,West,Books,Retail Store,SMB,SKU-1100,2,26.49,0.1,47.68,False,bulk order
2025-07-03,West,Books,Online,SMB,SKU-1027,10,30.41,0.2,243.28,True,
2025-08-08,North,Home & Kitchen,Retail Store,Consumer,SKU-1108,4,57.42,0.0,229.68,False,gift wrap
2024-12-01,South,Sports,Retail Store,Consumer,SKU-1076,9,15.78,0.0,142.02,False,gift wrap
2026-03-10,East,Electronics,Online,Consumer,SKU-1066,8,25.27,0.2,161.73,False,gift wrap
2025-12-12,West,Home & Kitchen,Online,Consumer,SKU-1094,5,107.25,0.0,536.25,True,promo code applied
2025-03-10,West,Electronics,Online,Consumer,SKU-1019,10,15.87,0.0,158.7,True,
2025-08-26,Central,Toys,Online,Consumer,SKU-1047,7,38.62,0.0,270.34,False,
2026-04-14,South,Sports,Online,SMB,SKU-1077,4,18.5,0.0,74.0,False,
2024-11-30,East,Apparel,Online,Consumer,SKU-1089,9,56.62,0.0,509.58,True,
2025-07-24,South ,Apparel,Online,SMB,SKU-1005,9,26.11,0.0,234.99,False,
2025-06-02,West,Books,Retail Store,SMB,SKU-1024,6,,0.0,57.24,False,
2025-12-02,West,Electronics,Online,Consumer,SKU-1009,8,13.54,0.05,102.9,True,gift wrap
2025-09-20,North,Home & Kitchen,Retail Store,Consumer,SKU-1008,8,32.65,0.05,248.14,True,bulk order
2025-03-09,West,Toys,Retail Store,SMB,SKU-1115,2,,0.0,55.96,True,
2025-09-14,West,Sports,Partner,Consumer,SKU-1035,2,118.87,0.15,202.08,True,first-time customer
2026-01-01,South,Toys,Marketplace,Enterprise,SKU-1022,9,51.14,0.0,460.26,False,expedited shipping requested
2024-12-17,North,Sports,Partner,Consumer,SKU-1104,1,50.54,0.0,50.54,False,expedited shipping requested
2025-06-11,Central,Apparel,Retail Store,SMB,SKU-1051,3,32.95,0.0,98.85,False,promo code applied
2025-05-02,South,Home & Kitchen,Online,Consumer,SKU-1036,10,31.48,0.15,267.58,False,
2025-11-19,South,Electronics,Retail Store,Consumer,SKU-1090,6,64.49,0.2,309.55,False,
2025-01-15,North,Home & Kitchen,Online,Consumer,SKU-1042,9,19.62,0.2,141.26,False,expedited shipping requested
2025-07-16,Central,Electronics,Online,SMB,SKU-1090,3,77.98,0.0,233.94,False,first-time customer
2025-03-03,Central,Apparel,Marketplace,Consumer,SKU-1079,2,68.89,0.1,124.0,True,
2026-04-24,South,Apparel,Retail Store,Consumer,SKU-1118,2,48.47,0.0,96.94,True,
2026-02-04,Central,Electronics,Partner,Consumer,SKU-1112,3,57.05,0.0,171.15,True,first-time customer
2025-09-15,South,Home & Kitchen,Marketplace,Consumer,SKU-1060,2,57.25,0.05,108.78,True,
2025-03-30,West,Apparel,Retail Store,Consumer,SKU-1076,10,134.69,0.15,1144.86,True,
2025-07-02,South,Apparel,Partner,Consumer,SKU-1051,6,57.69,0.0,346.14,False,promo code applied
2025-11-17,West,Electronics,Online,SMB,SKU-1047,6,73.48,0.2,352.7,True,
